2024-10-31 17:06:16,Germany stocks lower at close of trade; DAX down 1.03%
2024-10-31 15:04:07,European stocks fall; eurozone CPI in spotlight
2024-10-30 17:06:20,Germany stocks lower at close of trade; DAX down 1.09%
2024-10-30 15:23:32,European stocks fall;  UK budget increases taxes by £40bn
2024-10-29 17:30:39,"STOXX 600 falls on earnings drag, travel and leisure worst hit"
2024-10-29 17:06:55,Germany stocks lower at close of trade; DAX down 0.25%
2024-10-29 12:27:33,European stocks lower as investors digest earnings; Germany needs reforms - IMF
2024-10-28 17:06:18,Germany stocks higher at close of trade; DAX up 0.34%
2024-10-28 15:09:24,European stocks bounce as risk sentiment improves; Philips cuts sales forecast
2024-10-28 02:01:01,What is the outlook for European stocks? Capital Economics weighs in
2024-10-25 16:06:20,Germany stocks higher at close of trade; DAX up 0.02%
2024-10-25 12:41:06,Mercedes to step up cost cuts after earnings halve
2024-10-24 16:06:14,Germany stocks higher at close of trade; DAX up 0.39%
2024-10-24 13:56:27,European stocks edge higher; corporate earnings deluge continues
2024-10-23 16:06:17,Germany stocks mixed at close of trade; DAX down 0.20%
2024-10-23 08:41:39,"European stocks could rally after US election into 2025, Barclays says"
2024-10-22 17:56:04,IMF cuts forecasts for German economy this year and next
2024-10-22 16:31:26,"European shares sag, SAP boosts tech stocks after forecast raise"
2024-10-22 16:11:14,Germany stocks mixed at close of trade; DAX down 0.13%
2024-10-22 13:58:56,European stocks edge lower; IMF cuts German growth forecast
2024-10-21 16:54:54,STOXX 600 finishes lower ahead of key earnings reports
2024-10-21 16:06:21,Germany stocks lower at close of trade; DAX down 1.02%
2024-10-21 07:19:20,European stocks mixed; German producer prices fall
2024-10-21 04:35:56,Morning Bid: SAP sets the tone
2024-10-18 17:14:06,European stocks end mixed; luxury stocks help France outperform
2024-10-18 16:06:12,Germany stocks higher at close of trade; DAX up 0.38%
2024-10-17 16:21:16,European shares close higher after ECB lowers interest rates
2024-10-17 16:06:17,Germany stocks higher at close of trade; DAX up 0.80%
2024-10-16 16:06:21,Germany stocks mixed at close of trade; DAX down 0.18%
2024-10-16 07:15:59,European stocks mixed; benign inflation data helps FTSE outperform
2024-10-15 16:06:20,Germany stocks mixed at close of trade; DAX up 0.06%
2024-10-15 08:39:09,Strong weekly flows in S&P 500 drive extended long positioning: Citi
2024-10-15 07:07:44,"European stocks steady after inflation, unemployment data; Ericsson shines"
2024-10-14 16:06:20,Germany stocks higher at close of trade; DAX up 0.66%
2024-10-14 07:18:20,European stocks mixed; Chinese stimulus and ECB meeting in focus
2024-10-11 16:06:16,Germany stocks higher at close of trade; DAX up 0.75%
2024-10-11 07:18:26,European stocks slip lower; UK GDP returns to growth
2024-10-10 16:06:15,Germany stocks lower at close of trade; DAX down 0.23%
2024-10-10 07:06:59,"European stocks mixed; US inflation, Chinese stimulus in focus"
2024-10-09 16:11:17,Germany stocks higher at close of trade; DAX up 1.00%
2024-10-09 07:14:20,European stocks largely unchanged; Rio Tinto moves into lithium
2024-10-08 16:06:40,Germany stocks lower at close of trade; DAX down 0.17%
2024-10-08 07:05:33,"European stocks slip lower; weakness in US, Asia weighs"
2024-10-07 16:06:16,Germany stocks lower at close of trade; DAX down 0.14%
2024-10-07 07:06:10,European stocks edge higher in payrolls afterglow; eurozone retail sales due
2024-10-04 16:06:16,Germany stocks higher at close of trade; DAX up 0.55%
2024-10-04 07:18:07,European stocks largely unchanged; caution ahead of US payrolls
2024-10-03 16:25:55,European shares fall as Middle East jitters curb risk-taking
2024-10-03 16:06:15,Germany stocks lower at close of trade; DAX down 0.90%
2024-10-03 07:06:20,European stocks mostly fall on Middle East tensions; Tesco lifts guidance
2024-10-02 16:06:15,Germany stocks lower at close of trade; DAX down 0.33%
2024-10-02 08:40:15,"European energy, defense firms rise amid escalating Middle East tensions"
2024-10-02 07:06:45,European stocks edged higher; caution over Middle East turmoil
2024-10-01 16:08:36,Germany stocks lower at close of trade; DAX down 0.65%
2024-10-01 10:58:11,"S&P 500, Nasdaq and Russell 2000 all 'exhibit an increasingly bullish skew': Citi"
2024-10-01 07:06:08,European stocks mostly edge higher; eurozone inflation in spotlight
2024-09-30 16:08:26,Germany stocks lower at close of trade; DAX down 0.68%
2024-09-30 07:13:09,European stocks fall after UK growth revision; mixed Asian markets in focus
2024-09-27 16:08:16,Germany stocks higher at close of trade; DAX up 1.26%
2024-09-27 09:19:11,European stocks touch record high amid China-powered rally
2024-09-26 16:08:46,Germany stocks higher at close of trade; DAX up 1.59%
2024-09-26 11:12:41,Will recession in Germany drag the DAX 40 down?
2024-09-26 07:06:35,European stocks higher on Asian cheer; H&M discards key target
2024-09-25 16:09:24,Germany stocks mixed at close of trade; DAX down 0.39%
2024-09-25 07:05:39,European stocks slip lower; growth concerns return
2024-09-24 16:07:44,Germany stocks higher at close of trade; DAX up 0.75%
2024-09-24 07:06:08,European stocks rise after Chinese stimulus; growth concerns remain
2024-09-23 16:07:27,Germany stocks higher at close of trade; DAX up 0.58%
2024-09-23 07:17:29,"European stocks mixed; PMIs, Commerzbank in spotlight"
2024-09-23 01:30:38,"India's Nifty, Sensex outperform most global markets, behind only Wall Street"
2024-09-20 16:06:45,Germany stocks lower at close of trade; DAX down 1.43%
2024-09-20 11:36:03,"India's Nifty, Sensex outperform most global markets, behind only Wall Street"
2024-09-20 07:16:44,European stocks consolidate after sharp gains; central banks in focus
2024-09-20 00:11:11,"Even before election, Trump, allies sue over claims that non-citizens might vote"
2024-09-19 16:08:46,Germany stocks higher at close of trade; DAX up 1.54%
2024-09-19 07:06:44,European stocks climb after hefty Fed cut; Next soars after outlook lift
2024-09-18 16:06:13,Germany stocks mixed at close of trade; DAX down 0.03%
2024-09-17 16:06:16,Germany stocks higher at close of trade; DAX up 0.52%
2024-09-17 07:07:57,European stocks rise ahead of start of Fed meeting; German ZEW data due
2024-09-16 16:06:10,Germany stocks lower at close of trade; DAX down 0.38%
2024-09-16 07:11:35,European stocks slip lower ahead of key central bank meetings
2024-09-13 16:06:13,Germany stocks higher at close of trade; DAX up 0.92%
2024-09-13 08:52:15,Markets underprice how far the ECB will ease next year: BCA
2024-09-13 08:44:16,"Germany won't avoid a recession, Nomura says"
2024-09-11 16:06:15,Germany stocks mixed at close of trade; DAX up 0.34%
2024-09-11 11:34:12,Too early to buy into weakness among Europe’s China proxies: Citi
2024-09-10 17:01:14,"Banks, energy stocks weigh on European bourses; BMW tumbles"
2024-09-10 16:06:43,Germany stocks lower at close of trade; DAX down 0.89%
2024-09-09 16:06:18,Germany stocks higher at close of trade; DAX up 0.71%
2024-09-06 17:00:58,European shares have worst day in a month as investors digest mixed US data
2024-09-06 16:06:36,Germany stocks lower at close of trade; DAX down 1.59%
2024-09-05 17:01:20,European shares slip on growth jitters; French stocks lead decline
2024-09-05 16:06:10,Germany stocks mixed at close of trade; DAX up 0.02%
2024-09-05 07:11:57,European stocks slip lower; risk sentiment fragile ahead of payrolls
2024-09-04 16:06:16,Germany stocks lower at close of trade; DAX down 0.83%
2024-09-04 10:51:13,Explainer-Volkswagen Law: the unique structure behind the German carmaker's labour clash
2024-09-04 06:56:40,European stocks fall on growth concerns; services PMI in focus
2024-09-03 16:06:29,Germany stocks lower at close of trade; DAX down 0.92%
2024-09-02 16:06:15,Germany stocks mixed at close of trade; DAX up 0.09%
2024-09-02 14:16:06,Global stocks start September in cautious mood
2024-09-02 08:58:20,"European stocks edge lower; weak manufacturing activity, German politics weigh"
2024-09-02 07:30:31,Take Five: Shaky September
2024-08-30 16:06:10,Germany stocks mixed at close of trade; DAX down 0.03%
2024-08-30 10:11:25,"Morning Bid: Record highs abound, except in usual place"
2024-08-30 05:10:56,France's political quagmire keeps asset recovery at bay
2024-08-28 16:06:12,Germany stocks mixed at close of trade; DAX up 0.57%
2024-08-27 16:06:11,Germany stocks higher at close of trade; DAX up 0.44%
2024-08-26 16:06:10,Germany stocks mixed at close of trade; DAX down 0.06%
2024-08-23 16:06:09,Germany stocks higher at close of trade; DAX up 0.77%
2024-08-22 16:06:12,Germany stocks mixed at close of trade; DAX up 0.25%
2024-08-21 16:06:10,Germany stocks higher at close of trade; DAX up 0.51%
2024-08-20 16:26:28,Energy shares lead Europe's STOXX 600 to snap 5-day gains
2024-08-20 16:06:12,Germany stocks lower at close of trade; DAX down 0.36%
2024-08-19 16:11:08,Germany stocks higher at close of trade; DAX up 0.58%
2024-08-16 16:06:19,Germany stocks higher at close of trade; DAX up 0.80%
2024-08-15 16:06:10,Germany stocks higher at close of trade; DAX up 1.66%
2024-08-14 16:06:10,Germany stocks higher at close of trade; DAX up 0.38%
2024-08-13 16:06:16,Germany stocks higher at close of trade; DAX up 0.45%
2024-08-12 16:06:31,Germany stocks lower at close of trade; DAX down 0.06%
2024-08-09 16:06:08,Germany stocks higher at close of trade; DAX up 0.12%
2024-08-08 16:06:13,Germany stocks mixed at close of trade; DAX up 0.29%
2024-08-07 16:06:47,Germany stocks higher at close of trade; DAX up 1.47%
2024-08-07 12:10:47,Continental promises stronger second half as cost-cutting measures sink in
2024-08-05 16:06:28,Germany stocks lower at close of trade; DAX down 1.95%
2024-08-05 07:49:30,European stocks plunge on recession fears
2024-08-02 16:06:35,Germany stocks lower at close of trade; DAX down 2.44%
2024-08-01 16:25:57,European shares slide more than 1% as bank stocks crumble
2024-08-01 16:06:07,Germany stocks lower at close of trade; DAX down 2.28%
2024-07-31 16:06:09,Germany stocks higher at close of trade; DAX up 0.48%
2024-07-30 16:06:07,Germany stocks higher at close of trade; DAX up 0.56%
2024-07-29 16:06:09,Germany stocks mixed at close of trade; DAX down 0.49%
2024-07-26 16:06:11,Germany stocks higher at close of trade; DAX up 0.68%
2024-07-25 16:06:37,Germany stocks lower at close of trade; DAX down 0.45%
2024-07-24 16:06:39,Germany stocks lower at close of trade; DAX down 0.95%
2024-07-23 16:06:09,Germany stocks mixed at close of trade; DAX up 0.77%
2024-07-23 11:55:05,"Position levels for Nasdaq are still extended, Citi warns"
2024-07-22 16:06:08,Germany stocks higher at close of trade; DAX up 1.35%
2024-07-19 16:06:08,Germany stocks lower at close of trade; DAX down 1.03%
2024-07-18 16:06:15,Germany stocks mixed at close of trade; DAX down 0.40%
2024-07-17 16:06:09,Germany stocks lower at close of trade; DAX down 0.40%
2024-07-16 16:06:07,Germany stocks lower at close of trade; DAX down 0.35%
2024-07-15 16:06:09,Germany stocks lower at close of trade; DAX down 0.79%
2024-07-12 16:06:11,Germany stocks higher at close of trade; DAX up 1.27%
2024-07-11 16:06:08,Germany stocks higher at close of trade; DAX up 0.72%
2024-07-10 16:06:13,Germany stocks higher at close of trade; DAX up 0.99%
2024-07-10 13:00:55,Porsche AG shares rise after investor call
2024-07-09 16:06:08,Germany stocks lower at close of trade; DAX down 1.34%
2024-07-08 16:06:11,Germany stocks mixed at close of trade; DAX up 0.07%
2024-07-05 16:06:09,Germany stocks higher at close of trade; DAX up 0.06%
2024-07-05 07:05:40,"European stocks edge higher; UK election results, US payrolls in focus"
2024-07-04 16:06:09,Germany stocks higher at close of trade; DAX up 0.43%
2024-07-04 07:11:02,European stocks edge higher; political developments in focus
2024-07-03 07:20:56,"European stocks higher; Powell's comments, politics in spotlight"
2024-07-02 16:06:10,Germany stocks lower at close of trade; DAX down 0.75%
2024-07-02 07:11:18,European stocks retreat ahead of key inflation data; politics in spotlight
2024-07-01 16:06:10,Germany stocks mixed at close of trade; DAX up 0.47%
2024-06-28 16:06:11,Germany stocks mixed at close of trade; DAX up 0.13%
2024-06-28 07:31:38,"European stocks mostly higher; UK GDP rise, French politics weighs"
2024-06-27 16:06:11,Germany stocks mixed at close of trade; DAX up 0.28%
2024-06-27 07:32:55,European stocks muted; Micron hits sentiment ahead of key US inflation release
2024-06-26 07:19:26,"European stocks higher, boosted by tech rebound; Volkswagen invests in Rivian"
2024-06-25 16:06:10,Germany stocks mixed at close of trade; DAX down 0.89%
2024-06-25 09:00:06,Citi: Bullish positioning in US equities high but Nasdaq momentum fading
2024-06-25 07:17:17,European stocks mostly weaken; sentiment hit by tech-led weakness on Wall Street
2024-06-24 16:06:32,Germany stocks higher at close of trade; DAX up 0.99%
2024-06-21 16:06:09,Germany stocks lower at close of trade; DAX down 0.38%
2024-06-20 16:06:57,Germany stocks higher at close of trade; DAX up 0.95%
2024-06-19 16:06:20,Germany stocks lower at close of trade; DAX down 0.36%
2024-06-19 07:23:23,European stocks drift lower despite UK inflation falling to target
2024-06-18 16:06:35,Germany stocks higher at close of trade; DAX up 0.31%
2024-06-18 07:10:18,"European stocks rise; politics, central bank meetings in focus"
2024-06-17 16:06:35,Germany stocks mixed at close of trade; DAX up 0.40%
2024-06-17 09:25:41,"European stocks edged higher; BOE meeting, inflation data due this week"
2024-06-14 16:06:28,Germany stocks lower at close of trade; DAX down 1.34%
2024-06-13 16:06:38,Germany stocks lower at close of trade; DAX down 1.97%
2024-06-13 07:11:36,European stocks retreat after hawkish Fed; more inflation data in focus
2024-06-12 16:06:37,Germany stocks higher at close of trade; DAX up 1.49%
2024-06-11 16:06:46,Germany stocks lower at close of trade; DAX down 0.66%
2024-06-11 10:19:05,Citi: Nasdaq favored while EU banks shunned
2024-06-10 16:16:16,French stocks send Europe's STOXX 600 lower on political uncertainty
2024-06-10 16:06:30,Germany stocks lower at close of trade; DAX down 0.37%
2024-06-10 10:21:10,Morning Bid: Europe jolted by Macron's snap election call
2024-06-10 07:21:59,"European stocks slump after European vote, shock French election"
2024-06-07 16:06:53,Germany stocks mixed at close of trade; DAX down 0.52%
2024-06-06 16:06:44,Germany stocks higher at close of trade; DAX up 0.38%
2024-06-06 16:00:47,European shares close up after ECB delivers first rate-cut in five years
2024-06-06 07:10:09,European stocks higher ahead of ECB policy meeting
2024-06-05 16:05:27,Germany stocks higher at close of trade; DAX up 0.89%
2024-06-05 07:12:05,European stocks gain ahead of PMI data; Inditex surges
2024-06-04 16:27:43,European shares snap three-day winning streak on commodities' drag
2024-06-04 09:47:02,Stocks bullish positioning declined globally: Citi
2024-06-04 07:25:17,European stocks retreat; caution ahead of ECB meeting
2024-06-03 06:02:40,Take Five: Cool jobs at last
2024-05-31 22:39:24,Take Five: Cool jobs at last
2024-05-31 07:15:26,European stock mixed ahead of key inflation data release
2024-05-30 07:16:45,European stocks largely lower; key inflation data looms
2024-05-29 07:05:39,European stocks edge lower; BHP seeks more time over Anglo bid
2024-05-28 07:18:50,European stocks mixed; global inflation data in focus
2024-05-24 07:15:56,European stocks hit by weak global sentiment; UK retail sales slump
2024-05-23 12:30:49,"Global stocks fatigued from bull run, but no correction expected: Reuters poll"
2024-05-23 07:28:17,"European stocks largely higher; Nvidia earnings, PMI data in focus"
2024-05-22 10:40:58,European shares to hit pause before rising again in 2025: Reuters poll
2024-05-21 07:25:08,European stocks fall on Fed rate concerns; AstraZeneca lifts revenue target
2024-05-20 07:19:23,European stocks edge higher; Ryanair reports rise in profits
2024-05-17 07:11:29,European stocks retreat ahead of key inflation release; HSBC falls
2024-05-16 07:28:27,European stocks retreat on downbeat earnings; bucking global rally
2024-05-16 04:43:28,Morning Bid: Post-CPI party goes global
2024-05-14 07:22:12,European stocks mostly lower; ranges limited ahead of US inflation release
2024-05-10 07:06:22,European stocks rise as UK growth data adds to positive sentiment
2024-05-09 07:30:13,European stocks edge higher; earnings in focus ahead of BOE decision
2024-05-08 09:29:36,"European stocks rise to record level, boosted by generally positive earnings"
2024-05-07 07:23:03,European stocks rise strongly; UBS reports quarterly profit
2024-05-03 09:10:47,European earnings resilience limits stocks downside - Barclays
2024-05-03 07:27:25,European stocks mixed; earnings in focus ahead of key payrolls release
2024-05-02 09:08:36,European stocks mixed; Shell shines as quarterly earnings continue
2024-04-30 07:31:37,"European stocks mixed; investors digest earnings, ahead of key data, Fed meeting"
2024-04-29 07:24:46,"European stocks rise; quarterly earnings, German inflation data in focus"
2024-04-26 07:57:03,"European stocks rise, helped by positive global sentiment; NatWest gains"
2024-04-25 08:04:29,"European stocks mixed; Euro banking sector, Meta Platforms in the spotlight"
2024-04-24 07:09:59,European stocks rise; Tesla earnings boost global sentiment
2024-04-09 12:32:02,Investors unwound $9.4B in long positions last week - Citi
2024-04-09 04:35:40,Morning Bid: Metals rise above the din
2024-04-08 16:16:24,European stocks gain on German data as focus turns to ECB policy meeting
2024-04-02 16:30:55,European stocks dragged down by healthcare; German inflation data in focus
2024-03-26 17:25:48,European shares end higher on financials boost; Rubis shimmers
2024-03-26 10:17:01,Citi: Positioning 'increasingly bullish in Europe' versus US
2024-03-19 20:56:47,"World shares bounce, yen slides after landmark BOJ shift"
2024-03-11 08:15:11,"European stocks retreat, continuing global selloff; Currys slumps"
2024-03-08 08:14:36,European stocks subdued ahead of US payrolls; Informa gains on strong report
2024-03-07 08:12:06,European stocks fall ahead of ECB meeting; German factory orders slump
2024-03-06 08:14:15,"European stocks edge higher ahead of UK budget, Powell's Congress testimony"
2024-03-05 11:41:01,"Bullish momentum in US futures moderated last week, markets still extended - Citi"
2024-03-01 17:22:18,Europe's STOXX 600 hits record high in strong start to March
2024-03-01 11:11:51,Marketmind: March back up to record highs
2024-03-01 08:06:24,"European stocks rise on global optimism; inflation, PMI data in focus"
2024-03-01 05:35:54,Marketmind: Perusing euro zone PMIs and prices
2024-02-29 17:05:51,European shares edge up on earnings relief; German DAX at record high
2024-02-28 08:09:06,European stocks mixed; investors on inflation data watch
2024-02-27 09:23:02,Citi: Bullish investor sentiment 'nearly everywhere'
2024-02-27 08:09:19,European stocks steady amid caution ahead of key inflation data
2024-02-26 08:09:36,European stocks slip lower ahead of global inflation cues
2024-02-23 21:48:54,"Stocks eke out gain as Nvidia rally slows, yields slip"
2024-02-23 08:06:54,European stocks edge higher; German economic woes limit gains
2024-02-22 11:41:24,European shares to hit records highs in 2024 but path could be rocky: Reuters poll
2024-02-22 11:06:04,"Marketmind: AI 'tipping point' sends Nvidia, Nasdaq, Nikkei north"
2024-02-22 08:09:37,European stocks rise ahead of key PMI data; Nvidia boosts sentiment
2024-02-20 06:00:36,Munich's mountains and tech tempt big banks from Frankfurt
2024-02-12 22:41:42,"Stocks steady, dollar up; investors brace for CPI"
2024-02-02 17:30:36,European shares stuck below 2-yr highs as US data dashes rate optimism
2024-02-01 08:22:08,"European stocks weaken ahead of BOE, eurozone CPI; Deutsche Bank shines"
2024-01-31 08:16:36,European stocks mixed ahead of Fed decision; H&M slumps
2024-01-30 08:10:23,European stocks edge higher; eurozone growth data in spotlight
2024-01-29 08:35:02,European stocks mixed; caution at start of action-packed week
2024-01-26 08:14:42,European stocks mixed; German consumer sentiment weakens
2024-01-25 08:04:58,European stocks edge lower in cautious trading ahead of ECB decision
2024-01-24 08:08:42,European stocks rise on generally upbeat earnings; PMI data due
2024-01-24 00:21:33,"Stocks gain slightly, dollar rises against yen after BoJ decision"
2024-01-23 08:12:14,European stocks edge higher; investors await ECB meeting
2024-01-19 17:11:35,European shares clock weekly declines as rate-cut euphoria fades
2024-01-19 08:19:54,European stocks edge higher; UK retail sales slump
2024-01-18 08:09:44,European stocks edge higher; Richemont gains on strong China sales
2024-01-17 08:07:34,"European stocks fall on rate cut uncertainity, weak Chinese growth data"
2024-01-16 08:14:11,European stocks fall on delayed rate cut fears; Davos continues
2024-01-15 17:05:40,European shares start week on shaky footing as bond yields rise
2024-01-15 08:17:37,"European stocks edge higher; Davos, German GDP in focus"
2024-01-12 08:12:01,European stocks rise after UK economy grows; Burberry issues profit warning
2024-01-11 08:25:16,European stocks rise ahead of key US CPI; Tesco lifts profit guidance
2024-01-10 08:25:10,European stocks edge lower; French industrial production impresses
2024-01-09 08:03:13,European stocks mixed; German industrial production disappoints
2024-01-08 08:06:19,European stocks mixed; caution ahead of important inflation data
2024-01-05 08:16:18,"European stocks weaken ahead of key EU inflation, US payrolls data"
2024-01-04 08:15:33,European stocks edge higher; inflation data in focus
2024-01-03 08:08:18,European stocks mixed; risk rally pauses for breath
2024-01-02 12:07:02,Marketmind: S&P 500 record in view as 2024 begins in same vein
2024-01-02 08:07:11,European stocks rise ahead of key manufacturing PMI data
2023-12-21 08:12:55,European stocks retreat as investors bank profits ahead of festive break
2023-12-20 17:00:59,Alibaba CEO Wu Leads E-Commerce in Strategic Shift
2023-12-20 08:06:48,"European stocks rise, boosted by sharp slowdown in U.K. inflation"
2023-12-19 11:42:01,Citi warns of profit taking as futures positioning is 'extended and one-sided'
2023-12-19 08:11:33,European stocks edged higher; eurozone inflation in focus
2023-12-18 08:19:14,European stocks slip ahead of German Ifo; inflation data also in focus
2023-12-15 17:12:23,European shares end fifth week higher on rate-cut optimism
2023-12-15 08:04:19,European stocks continue post-Fed rally; H&M sales disappoint
2023-12-14 08:09:45,"European stocks surge higher after dovish Fed; ECB, BOE now due"
2023-12-13 08:16:56,European stocks edge higher; U.K. growth data disappoints ahead of Fed meeting
2023-12-12 17:22:04,"France, Germany shares hit record highs, but give up gains after U.S CPI"
2023-12-07 17:32:21,"European shares slip after recent rally, economic worries weigh"
2023-12-06 19:42:08,"Stocks edge up, 10-year Treasury yield falls as rate cut timing weighed"
2023-12-06 08:00:53,"European stocks higher; German factory orders slump, Tui looks at delisting"
2023-12-05 08:09:26,"European stocks mixed; eurozone PMIs, inflation data in focus"
2023-12-01 19:30:59,Lawyer of fugitive Wirecard executive called to testify in court
2023-12-01 08:01:17,European stocks higher; starting new month on positive note
2023-11-30 08:16:00,European stocks mixed; German retail sales help sentiment
2023-11-29 12:12:40,DAX climbs 1.10% on German inflation data and Fed rate cut hints
2023-11-28 07:47:33,European stocks slip; caution ahead of key inflation data
2023-11-27 08:09:46,European stocks drift lower; key economic data releases to guide sentiment
2023-11-24 19:21:01,"Global equities head toward big monthly gain, dollar falls"
2023-11-24 07:59:06,European stocks edge lower in thin trading; German GDP fell in Q3
2023-11-23 07:53:06,"European stocks edge higher ahead of key PMI data, ECB minutes"
2023-11-22 08:09:25,European stocks edge higher; U.K. Autumn Statement due
2023-11-21 11:18:46,"European shares set to rise in 2024 as central banks turn dovish, recession worries weigh- Reuters poll"
2023-11-21 10:51:20,European markets mixed ahead of US Fed minutes release
2023-11-21 07:59:03,"European stocks mixed; Lagarde speech, Fed minutes in focus"
2023-11-20 17:17:46,European shares inch up after robust week; Bayer tanks
2023-11-20 08:07:43,European stocks mixed; central bankers in focus as earnings slow
2023-11-20 03:42:06,Asian markets show mixed results amid global rate cut expectations
2023-11-17 19:40:46,European markets rally; Siemens Energy and Aroundtown lead gains
2023-11-17 19:34:26,FTSE 100 surges led by NatWest and mining stocks
2023-11-16 22:17:23,Israeli private detective sentenced in US to 6-2/3 years for hacker-for-hire scheme
2023-11-16 14:38:38,European stocks rise led by healthcare and tech sectors
2023-11-16 08:57:34,European stocks consolidate after recent gains; Burberry slumps after warning
2023-11-13 12:38:29,"Dollar strengthens as markets await key inflation data, Bitcoin nears 18-month high"
2023-11-09 11:59:44,ECB's inflation outlook and corporate earnings shape German DAX index
2023-11-08 11:59:29,Recordati and Enel report increased income amid bearish European markets
2023-11-07 11:11:03,"German industrial production dips, signaling possible recession"
2023-11-02 20:11:07,Global shares rally on Federal Reserve's signal of easing Wall Street restrictions
2023-10-30 18:43:22,"European Stocks Rise Led By Siemens Energy, Currency Fluctuations Observed"
2023-10-27 18:32:09,European stocks retreat led by Stoxx Europe 600 index
2023-10-26 14:22:31,U.S. and European indices dip while Asian markets show mixed results
2023-10-25 16:32:03,DAX index nudges higher amid strong corporate earnings and positive US PMI data
2023-10-23 10:20:02,Mixed Trends in U.S. Futures Ahead of Market Opening
2023-10-11 10:21:04,"No love for stocks or bonds, CTAs are very short both - UBS"
2023-10-06 08:19:39,European and London markets witness upswing amid US job data anticipation
2023-10-04 13:55:05,"Global Financial Markets Face Downturn, US Futures and European Indices Decline"
2023-10-03 13:40:27,Dax Sees Downturn Amid German Manufacturing Struggles and Us Economic Indicators
2023-09-28 18:58:27,DAX index stumbles amid recession concerns and ECB rate hikes
2023-09-22 10:38:28,"JPMorgan advocates for energy stocks, anticipates supply-demand gap post-2025"
2023-09-21 14:18:19,DAX Rebounds Amid Positive German Producer Prices and Steady Chinese Economy
2023-09-20 17:56:58,Wall Street and European Markets Rise in Anticipation of Federal Reserve’s Pause in Rate Hikes
2023-09-20 15:27:28,U.K. homebuilder and property shares surge amidst potential halt on BoE interest rate hikes
2023-09-20 06:41:02,German producer prices post biggest decline on record
2023-09-19 12:33:43,Nasdaq bearish positioning continues - Citi
2023-09-19 07:53:43,"European stocks mixed; Fed meeting, eurozone CPI prompts caution"
2023-09-14 17:51:13,"ECB Increases Key Interest Rates to Tackle Inflation, Signals End of Tightening Cycle"
2023-09-14 12:27:08,ECB raises rates but signals end of policy tightening
2023-09-13 15:21:30,German govt sees economy shrinking up to 0.3% this year - Bloomberg News
2023-09-12 16:12:38,"European shares fall as SAP drags, investors await U.S. data, ECB"
2023-09-12 06:25:34,German wholesale prices continue downward trend in August
2023-09-11 09:10:36,EU Commission cuts euro zone growth forecast as Germany in recession
2023-09-08 07:44:00,European stocks edge higher; French industrial production rebounds
2023-09-07 22:52:56,Asian markets fall amidst fears of prolonged high interest rates
2023-09-07 07:24:21,European stocks weaken; German industrial production falls further
2023-09-06 11:00:02,UK economy braces for flat growth as global markets falter
2023-09-05 17:05:47,Global business activity showed signs of slowdown in August -PMIs
